Date,Open,High,Low,Close,Adj Close,Volume
9/6/2019,2980.330078,2985.030029,2972.51001,2978.709961,2978.709961,3208280000
9/5/2019,2960.600098,2985.860107,2960.600098,2976,2976,3890700000
9/4/2019,2924.669922,2938.840088,2921.860107,2937.780029,2937.780029,3163260000
9/3/2019,2909.01001,2914.389893,2891.850098,2906.27002,2906.27002,3426790000
8/30/2019,2937.090088,2940.429932,2913.320068,2926.459961,2926.459961,3008450000
8/29/2019,2910.370117,2930.5,2905.669922,2924.580078,2924.580078,3176190000
8/28/2019,2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,3097420000
8/27/2019,2893.139893,2898.790039,2860.590088,2869.159912,2869.159912,3533630000
8/26/2019,2866.699951,2879.27002,2856,2878.379883,2878.379883,2857600000
8/23/2019,2911.070068,2927.01001,2834.969971,2847.110107,2847.110107,3937300000
8/22/2019,2930.939941,2939.080078,2904.51001,2922.949951,2922.949951,2890880000
8/21/2019,2922.040039,2928.72998,2917.909912,2924.429932,2924.429932,3011190000
8/20/2019,2919.01001,2923.629883,2899.600098,2900.51001,2900.51001,3066300000
8/19/2019,2913.47998,2931,2913.47998,2923.649902,2923.649902,3212880000
8/16/2019,2864.73999,2893.629883,2864.73999,2888.679932,2888.679932,3498150000
8/15/2019,2846.199951,2856.669922,2825.51001,2847.600098,2847.600098,4038000000
8/14/2019,2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,4312530000
8/13/2019,2880.719971,2943.310059,2877.050049,2926.320068,2926.320068,3853600000
8/12/2019,2907.070068,2907.580078,2873.139893,2882.699951,2882.699951,2851630000
8/9/2019,2930.51001,2935.75,2900.149902,2918.649902,2918.649902,3350640000
8/8/2019,2896.209961,2938.719971,2894.469971,2938.090088,2938.090088,4106370000
8/7/2019,2858.649902,2892.169922,2825.709961,2883.97998,2883.97998,4491750000
8/6/2019,2861.179932,2884.399902,2847.419922,2881.77002,2881.77002,4154240000
8/5/2019,2898.070068,2898.070068,2822.120117,2844.73999,2844.73999,4513730000
8/2/2019,2943.899902,2945.5,2914.110107,2932.050049,2932.050049,3874660000
8/1/2019,2980.320068,3013.590088,2945.22998,2953.560059,2953.560059,4762300000
7/31/2019,3016.219971,3017.399902,2958.080078,2980.379883,2980.379883,4623430000
7/30/2019,3007.659912,3017.189941,3000.939941,3013.179932,3013.179932,3634330000
7/29/2019,3024.469971,3025.610107,3014.300049,3020.969971,3020.969971,3203710000
7/26/2019,3013.25,3027.97998,3012.590088,3025.860107,3025.860107,3257590000
7/25/2019,3016.26001,3016.310059,2997.23999,3003.669922,3003.669922,3645270000
7/24/2019,2998.77002,3019.590088,2996.820068,3019.560059,3019.560059,3428980000
7/23/2019,2994.73999,3005.899902,2988.560059,3005.469971,3005.469971,3313660000
7/22/2019,2981.929932,2990.709961,2976.649902,2985.030029,2985.030029,3003720000
7/19/2019,3004.26001,3006.02002,2975.860107,2976.610107,2976.610107,3260360000
7/18/2019,2978.870117,2998.280029,2973.090088,2995.110107,2995.110107,3296580000
7/17/2019,3005.100098,3005.26001,2984.25,2984.419922,2984.419922,3181600000
7/16/2019,3012.129883,3015.02002,3001.149902,3004.040039,3004.040039,3290650000
7/15/2019,3017.800049,3017.800049,3008.77002,3014.300049,3014.300049,2874970000
7/12/2019,3003.360107,3013.919922,3001.870117,3013.77002,3013.77002,2974960000
7/11/2019,2999.620117,3002.330078,2988.800049,2999.909912,2999.909912,3154620000
7/10/2019,2989.300049,3002.97998,2984.620117,2993.070068,2993.070068,3154240000
7/9/2019,2965.52002,2981.899902,2963.439941,2979.629883,2979.629883,3028210000
7/8/2019,2979.77002,2980.76001,2970.090088,2975.949951,2975.949951,2904550000
7/5/2019,2984.25,2994.030029,2967.969971,2990.409912,2990.409912,2434210000
7/3/2019,2978.080078,2995.840088,2977.959961,2995.820068,2995.820068,1963720000
7/2/2019,2964.659912,2973.209961,2955.919922,2973.01001,2973.01001,3206840000
7/1/2019,2971.409912,2977.929932,2952.219971,2964.330078,2964.330078,3513270000
6/28/2019,2932.939941,2943.97998,2929.050049,2941.76001,2941.76001,5420700000
6/27/2019,2919.659912,2929.300049,2918.570068,2924.919922,2924.919922,3122920000
6/26/2019,2926.070068,2932.590088,2912.98999,2913.780029,2913.780029,3478130000
6/25/2019,2945.780029,2946.52002,2916.01001,2917.379883,2917.379883,3578050000
6/24/2019,2951.419922,2954.919922,2944.050049,2945.350098,2945.350098,3136250000
6/21/2019,2952.709961,2964.149902,2946.870117,2950.459961,2950.459961,5000120000
