Date,hsi_Open_RDP1,hsi_High_RDP1,hsi_Low_RDP1,hsi_Close_RDP1,hsi_Adj Close_RDP1,hsi_Volume_RDP1,hsi_Open_RDP7,hsi_High_RDP7,hsi_Low_RDP7,hsi_Close_RDP7,hsi_Adj Close_RDP7,hsi_Volume_RDP7,hsi_Open_RDP30,hsi_High_RDP30,hsi_Low_RDP30,hsi_Close_RDP30,hsi_Adj Close_RDP30,hsi_Volume_RDP30
1/22/2018,0.004193892984446945,0.00503303024221096,0.0019020771587568595,1.0,0.004294527970625501,-0.00908134943332092,0.03897321119522406,0.04124380460928119,0.035436737914150286,0.04090628376537192,0.04090628376537192,0.6047834081401335,0.11877153815891202,0.12057084920961905,0.13623026639200106,0.14769313741104823,0.14769313741104823,0.10547070384884763
1/19/2018,-0.00019562561033528809,0.0006539741855001802,0.0036492587895845664,1.0,0.0041389524504567244,-0.22313838485674609,0.03653491416097181,0.03157649635744911,0.034189087157084914,0.038011860291966904,0.038011860291966904,0.11992979949107752,0.11224011944603485,0.1074929466065595,0.10915694067002184,0.1182995325601663,0.1182995325601663,1.019612905861679
1/19/2018,-0.00019562561033528809,0.0006539741855001802,0.0036492587895845664,1.0,0.0041389524504567244,-0.22313838485674609,0.03653491416097181,0.03157649635744911,0.034189087157084914,0.038011860291966904,0.038011860291966904,0.11992979949107752,0.11224011944603485,0.1074929466065595,0.10915694067002184,0.1182995325601663,0.1182995325601663,1.019612905861679
1/19/2018,-0.00019562561033528809,0.0006539741855001802,0.0036492587895845664,1.0,0.0041389524504567244,-0.22313838485674609,0.03653491416097181,0.03157649635744911,0.034189087157084914,0.038011860291966904,0.038011860291966904,0.11992979949107752,0.11224011944603485,0.1074929466065595,0.10915694067002184,0.1182995325601663,0.1182995325601663,1.019612905861679
1/18/2018,0.010146878818288916,0.00782907103236784,0.007187527739891456,1.0,0.004331285791821224,-0.06444820893389895,0.0392758357856396,0.037902010180204844,0.032972104311438474,0.0358103447818188,0.0358103447818188,0.8661397383902807,0.11043621456457972,0.0984887195494958,0.10646424332010901,0.1023965800890653,0.1023965800890653,1.3037768458678651
1/17/2018,0.012789754999557397,0.0024654686214436125,0.006958154279615627,1.0,0.0024654686214436125,0.29130363410554116,0.03011577874731969,0.03408628289837755,0.02960153953514567,0.03507758482262721,0.03507758482262721,0.9954688304965291,0.0876313784927177,0.08987398941279531,0.09003174027093479,0.10006004996127817,0.10006004996127817,0.9165571626370143
1/16/2018,-0.008798702854303024,0.005406653593370265,0.005065340593790195,1.0,0.018056837260848307,0.16249666027887524,0.01714773649623562,0.032148423406227644,0.025624266501590876,0.0353763453901425,0.0353763453901425,0.36800124703496806,0.07100649187526388,0.08691431620921287,0.07883732094999835,0.09347663260905756,0.09347663260905756,0.27163345071937683
1/15/2018,0.01292443969892482,0.010207408875403222,0.0021440428705004006,0.0,-0.0023452392644634536,0.1446784749482409,0.03293559006782439,0.030400757784111436,0.023063167538859394,0.019598492110635603,0.019598492110635603,-0.11063883611375473,0.06334691539732085,0.0637584446033544,0.0575664473435941,0.05789390012596235,0.05789390012596235,0.8569044239601272
1/12/2018,0.007462765267633382,0.008973043318467598,0.00802224574978676,1.0,0.009387685182793641,0.29677109531430307,0.020852797888209585,0.022399803903098935,0.024349261562961105,0.02786529416575511,0.02786529416575511,0.007772223876523582,0.0570580112444696,0.05810838874085,0.06353487640923515,0.05834366174668278,0.05834366174668278,0.3341137100740481
1/12/2018,0.007462765267633382,0.008973043318467598,0.00802224574978676,1.0,0.009387685182793641,0.29677109531430307,0.020852797888209585,0.022399803903098935,0.024349261562961105,0.02786529416575511,0.02786529416575511,0.007772223876523582,0.0570580112444696,0.05810838874085,0.06353487640923515,0.05834366174668278,0.05834366174668278,0.3341137100740481
1/12/2018,0.007462765267633382,0.008973043318467598,0.00802224574978676,1.0,0.009387685182793641,0.29677109531430307,0.020852797888209585,0.022399803903098935,0.024349261562961105,0.02786529416575511,0.02786529416575511,0.007772223876523582,0.0570580112444696,0.05810838874085,0.06353487640923515,0.05834366174668278,0.05834366174668278,0.3341137100740481
