"Date","Close","Open","High","Low","percentage"
"2019年1月31日","1.1710","1.1678","1.1729","1.1673","0.28%"
"2019年1月30日","1.1677","1.1658","1.1703","1.1645","0.20%"
"2019年1月29日","1.1654","1.1634","1.1663","1.1619","0.19%"
"2019年1月28日","1.1632","1.1626","1.1675","1.1626","0.03%"
"2019年1月25日","1.1628","1.1554","1.1630","1.1554","0.61%"
"2019年1月24日","1.1558","1.1555","1.1584","1.1543","0.07%"
"2019年1月23日","1.1550","1.1527","1.1575","1.1526","0.23%"
"2019年1月22日","1.1523","1.1534","1.1555","1.1518","-0.16%"
"2019年1月21日","1.1541","1.1575","1.1577","1.1538","-0.25%"
"2019年1月18日","1.1570","1.1574","1.1595","1.1565","-0.03%"
"2019年1月17日","1.1574","1.1608","1.1628","1.1571","-0.28%"
"2019年1月16日","1.1607","1.1604","1.1625","1.1575","0.05%"
"2019年1月15日","1.1601","1.1588","1.1636","1.1588","0.12%"
"2019年1月14日","1.1587","1.1588","1.1643","1.1583","-0.04%"
"2019年1月11日","1.1592","1.1551","1.1647","1.1547","0.39%"
"2019年1月10日","1.1547","1.1491","1.1577","1.1489","0.43%"
"2019年1月9日","1.1498","1.1444","1.1500","1.1443","0.52%"
"2019年1月8日","1.1439","1.1437","1.1454","1.1424","0.03%"
"2019年1月7日","1.1436","1.1401","1.1451","1.1400","0.27%"
"2019年1月4日","1.1405","1.1399","1.1421","1.1393","0.09%"
"2019年1月3日","1.1395","1.1414","1.1418","1.1383","-0.18%"
"2019年1月2日","1.1415","1.1384","1.1447","1.1383","0.25%"
"2019年1月1日","1.1386","1.1385","1.1386","1.1384","0.00%"
"2018年12月31日","1.1386","1.1384","1.1389","1.1381","0.02%"
"2018年12月28日","1.1384","1.1406","1.1443","1.1383","-0.17%"
"2018年12月27日","1.1403","1.1371","1.1414","1.1354","0.29%"
"2018年12月26日","1.1370","1.1372","1.1392","1.1361","-0.03%"
"2018年12月25日","1.1373","1.1354","1.1394","1.1354","0.17%"
"2018年12月24日","1.1354","1.1340","1.1363","1.1329","0.11%"
"2018年12月21日","1.1341","1.1373","1.1373","1.1336","-0.28%"
"2018年12月20日","1.1373","1.1358","1.1374","1.1326","0.15%"
"2018年12月19日","1.1356","1.1339","1.1357","1.1335","0.14%"
"2018年12月18日","1.1340","1.1328","1.1347","1.1326","0.11%"
"2018年12月17日","1.1327","1.1307","1.1334","1.1307","0.14%"
"2018年12月14日","1.1311","1.1355","1.1356","1.1306","-0.37%"
"2018年12月13日","1.1353","1.1357","1.1380","1.1342","-0.04%"
"2018年12月12日","1.1357","1.1327","1.1370","1.1324","0.25%"
"2018年12月11日","1.1329","1.1306","1.1341","1.1302","0.19%"
"2018年12月10日","1.1308","1.1370","1.1371","1.1303","-0.53%"
"2018年12月7日","1.1368","1.1350","1.1378","1.1338","0.18%"
"2018年12月6日","1.1348","1.1393","1.1400","1.1324","-0.41%"
"2018年12月5日","1.1395","1.1412","1.1418","1.1364","-0.16%"
"2018年12月4日","1.1413","1.1354","1.1433","1.1343","0.51%"
"2018年12月3日","1.1355","1.1239","1.1366","1.1233","1.02%"
"2018年11月30日","1.1240","1.1274","1.1275","1.1237","-0.23%"
"2018年11月29日","1.1266","1.1254","1.1279","1.1252","0.12%"
"2018年11月28日","1.1253","1.1256","1.1262","1.1251","-0.05%"
"2018年11月27日","1.1259","1.1273","1.1273","1.1252","-0.12%"
"2018年11月26日","1.1272","1.1263","1.1286","1.1263","0.09%"
"2018年11月23日","1.1262","1.1295","1.1295","1.1259","-0.30%"
"2018年11月22日","1.1296","1.1307","1.1311","1.1289","-0.11%"
"2018年11月21日","1.1308","1.1277","1.1308","1.1271","0.30%"
"2018年11月20日","1.1274","1.1279","1.1291","1.1273","-0.07%"
"2018年11月19日","1.1282","1.1287","1.1294","1.1278","-0.02%"
"2018年11月16日","1.1284","1.1282","1.1301","1.1264","0.02%"
"2018年11月15日","1.1282","1.1267","1.1297","1.1264","0.13%"
"2018年11月14日","1.1267","1.1256","1.1275","1.1255","0.08%"
"2018年11月13日","1.1258","1.1249","1.1268","1.1242","0.07%"
"2018年11月12日","1.1250","1.1258","1.1277","1.1237","-0.08%"
"2018年11月9日","1.1259","1.1284","1.1289","1.1253","-0.24%"
"2018年11月8日","1.1286","1.1316","1.1316","1.1284","-0.27%"
"2018年11月7日","1.1316","1.1319","1.1328","1.1286","-0.03%"
"2018年11月6日","1.1319","1.1311","1.1337","1.1311","0.11%"
"2018年11月5日","1.1307","1.1343","1.1364","1.1302","-0.33%"
"2018年11月2日","1.1344","1.1313","1.1384","1.1303","0.26%"
"2018年11月1日","1.1315","1.1242","1.1320","1.1242","0.67%"
"2018年10月31日","1.1240","1.1260","1.1271","1.1238","-0.16%"
"2018年10月30日","1.1258","1.1266","1.1275","1.1251","-0.06%"
"2018年10月29日","1.1265","1.1293","1.1296","1.1261","-0.24%"
"2018年10月26日","1.1292","1.1283","1.1304","1.1258","0.08%"
"2018年10月25日","1.1283","1.1291","1.1296","1.1273","-0.08%"
"2018年10月24日","1.1292","1.1300","1.1306","1.1292","-0.05%"
"2018年10月23日","1.1298","1.1280","1.1304","1.1280","0.12%"
"2018年10月22日","1.1284","1.1318","1.1319","1.1283","-0.28%"
"2018年10月19日","1.1316","1.1299","1.1318","1.1291","0.15%"
"2018年10月18日","1.1299","1.1316","1.1317","1.1293","-0.15%"
"2018年10月17日","1.1316","1.1336","1.1340","1.1311","-0.19%"
"2018年10月16日","1.1337","1.1324","1.1341","1.1315","0.09%"
"2018年10月15日","1.1327","1.1315","1.1339","1.1312","0.08%"
"2018年10月12日","1.1318","1.1374","1.1376","1.1311","-0.47%"
"2018年10月11日","1.1371","1.1318","1.1375","1.1303","0.46%"
"2018年10月10日","1.1319","1.1317","1.1334","1.1313","0.04%"
"2018年10月9日","1.1315","1.1294","1.1333","1.1292","0.17%"
"2018年10月8日","1.1296","1.1407","1.1412","1.1293","-0.96%"
"2018年10月5日","1.1406","1.1406","1.1410","1.1401","-0.01%"
"2018年10月4日","1.1407","1.1411","1.1413","1.1401","-0.03%"
"2018年10月3日","1.1410","1.1403","1.1414","1.1403","0.05%"
"2018年10月2日","1.1404","1.1395","1.1412","1.1395","0.07%"
"2018年10月1日","1.1396","1.1397","1.1400","1.1393","-0.01%"
"2018年9月28日","1.1397","1.1341","1.1398","1.1340","0.48%"
"2018年9月27日","1.1343","1.1358","1.1375","1.1339","-0.13%"
"2018年9月26日","1.1358","1.1373","1.1381","1.1346","-0.15%"
"2018年9月25日","1.1375","1.1395","1.1398","1.1350","-0.17%"
"2018年9月24日","1.1394","1.1388","1.1395","1.1372","0.05%"
"2018年9月21日","1.1388","1.1455","1.1456","1.1370","-0.58%"
"2018年9月20日","1.1455","1.1455","1.1467","1.1438","-0.01%"
"2018年9月19日","1.1456","1.1430","1.1462","1.1426","0.23%"
"2018年9月18日","1.1430","1.1440","1.1443","1.1405","-0.09%"
"2018年9月17日","1.1440","1.1424","1.1445","1.1417","0.16%"
"2018年9月14日","1.1422","1.1462","1.1467","1.1422","-0.38%"
"2018年9月13日","1.1466","1.1442","1.1495","1.1440","0.23%"
"2018年9月12日","1.1440","1.1421","1.1441","1.1412","0.18%"
"2018年9月11日","1.1420","1.1453","1.1454","1.1412","-0.26%"
"2018年9月10日","1.1450","1.1468","1.1469","1.1431","-0.17%"
"2018年9月7日","1.1470","1.1482","1.1501","1.1454","-0.11%"
"2018年9月6日","1.1483","1.1491","1.1510","1.1479","-0.07%"
"2018年9月5日","1.1491","1.1473","1.1501","1.1471","0.20%"
"2018年9月4日","1.1468","1.1502","1.1531","1.1467","-0.32%"
"2018年9月3日","1.1505","1.1492","1.1521","1.1471","0.13%"
"2018年8月31日","1.1490","1.1465","1.1502","1.1452","0.20%"
"2018年8月30日","1.1467","1.1507","1.1511","1.1467","-0.34%"
"2018年8月29日","1.1506","1.1541","1.1542","1.1495","-0.29%"
"2018年8月28日","1.1539","1.1518","1.1543","1.1508","0.18%"
"2018年8月27日","1.1518","1.1526","1.1533","1.1496","-0.12%"
"2018年8月24日","1.1532","1.1415","1.1532","1.1395","1.03%"
"2018年8月23日","1.1414","1.1476","1.1476","1.1410","-0.51%"
"2018年8月22日","1.1473","1.1462","1.1481","1.1461","0.08%"
"2018年8月21日","1.1464","1.1446","1.1492","1.1445","0.16%"
"2018年8月20日","1.1446","1.1413","1.1470","1.1413","0.29%"
"2018年8月17日","1.1413","1.1406","1.1436","1.1388","0.06%"
"2018年8月16日","1.1406","1.1323","1.1412","1.1321","0.76%"
"2018年8月15日","1.1320","1.1400","1.1400","1.1319","-0.73%"
"2018年8月14日","1.1403","1.1392","1.1417","1.1388","0.11%"
"2018年8月13日","1.1391","1.1467","1.1468","1.1391","-0.64%"
"2018年8月10日","1.1464","1.1508","1.1509","1.1441","-0.38%"
"2018年8月9日","1.1508","1.1482","1.1521","1.1480","0.23%"
"2018年8月8日","1.1482","1.1486","1.1543","1.1471","-0.07%"
"2018年8月7日","1.1490","1.1453","1.1508","1.1441","0.32%"
"2018年8月6日","1.1453","1.1488","1.1542","1.1446","-0.29%"
"2018年8月3日","1.1486","1.1467","1.1487","1.1385","0.13%"
"2018年8月2日","1.1471","1.1500","1.1542","1.1459","-0.29%"
"2018年8月1日","1.1504","1.1519","1.1574","1.1499","-0.16%"
"2018年7月31日","1.1522","1.1523","1.1526","1.1486","0.04%"
"2018年7月30日","1.1517","1.1520","1.1522","1.1480","-0.01%"
"2018年7月27日","1.1518","1.1549","1.1553","1.1474","-0.31%"
"2018年7月26日","1.1554","1.1595","1.1658","1.1550","-0.30%"
"2018年7月25日","1.1589","1.1561","1.1623","1.1531","0.30%"
"2018年7月24日","1.1554","1.1554","1.1555","1.1489","0.01%"
"2018年7月23日","1.1553","1.1586","1.1638","1.1538","-0.35%"
"2018年7月20日","1.1594","1.1586","1.1609","1.1528","0.07%"
"2018年7月19日","1.1586","1.1684","1.1687","1.1577","-0.82%"
"2018年7月18日","1.1682","1.1702","1.1729","1.1676","-0.19%"
"2018年7月17日","1.1704","1.1730","1.1770","1.1702","-0.22%"
"2018年7月16日","1.1730","1.1733","1.1773","1.1710","0.01%"
"2018年7月13日","1.1729","1.1766","1.1802","1.1703","-0.36%"
"2018年7月12日","1.1771","1.1748","1.1788","1.1716","0.20%"
"2018年7月11日","1.1748","1.1845","1.1846","1.1747","-0.76%"
"2018年7月10日","1.1838","1.1857","1.1893","1.1813","-0.21%"
"2018年7月9日","1.1863","1.1813","1.1880","1.1812","0.42%"
"2018年7月6日","1.1813","1.1825","1.1827","1.1779","-0.09%"
"2018年7月5日","1.1824","1.1825","1.1841","1.1806","-0.01%"
"2018年7月4日","1.1825","1.1807","1.1884","1.1803","0.13%"
"2018年7月3日","1.1810","1.1766","1.1811","1.1684","0.38%"
"2018年7月2日","1.1765","1.1852","1.1854","1.1764","-0.73%"
"2018年6月29日","1.1851","1.1843","1.1888","1.1819","0.07%"
"2018年6月28日","1.1843","1.1879","1.1886","1.1836","-0.33%"
