hsi_Open_RDP1,hsi_High_RDP1,hsi_Low_RDP1,hsi_Close_RDP1,hsi_Adj Close_RDP1,hsi_Volume_RDP1,hsi_label,hsi_Open_RDP7,hsi_High_RDP7,hsi_Low_RDP7,hsi_Close_RDP7,hsi_Adj Close_RDP7,hsi_Volume_RDP7,hsi_Open_RDP30,hsi_High_RDP30,hsi_Low_RDP30,hsi_Close_RDP30,hsi_Adj Close_RDP30,hsi_Volume_RDP30,sp500_Open_RDP1,sp500_High_RDP1,sp500_Low_RDP1,sp500_Close_RDP1,sp500_Adj Close_RDP1,sp500_Volume_RDP1,sp500_Open_RDP7,sp500_High_RDP7,sp500_Low_RDP7,sp500_Close_RDP7,sp500_Adj Close_RDP7,sp500_Volume_RDP7,sp500_Open_RDP30,sp500_High_RDP30,sp500_Low_RDP30,sp500_Close_RDP30,sp500_Adj Close_RDP30,sp500_Volume_RDP30
-0.005130096,0.005543903,-0.002104091,0.005296089,0.005296089,0.365399564,0,-0.03639049,-0.024571711,-0.022212907,-0.014231003,-0.014231003,0.010160574,-0.005773841,-0.007380477,-0.008021286,-0.00759058,-0.00759058,-0.373422705,0.005601443,0.00290897,-0.009561661,-0.012258373,-0.012258373,0.095587216,-0.008220256,-0.007903569,-0.015405331,-0.017319136,-0.017319136,-0.416211356,0.024098316,0.020992845,0.008656305,0.005677868,0.005677868,0.107430094
-0.005130096,0.005543903,-0.002104091,0.005296089,0.005296089,0.365399564,0,-0.03639049,-0.024571711,-0.022212907,-0.014231003,-0.014231003,0.010160574,-0.005773841,-0.007380477,-0.008021286,-0.00759058,-0.00759058,-0.373422705,-0.006163151,-0.00115822,0.007312789,0.005047607,0.005047607,0.001220847,-0.014380352,-0.012620787,-0.01201729,-0.009994063,-0.009994063,-0.001131858,0.035720546,0.031178906,0.035720546,0.030484533,0.030484533,-0.071620714
-0.003726533,-0.00314869,-0.002967867,-0.003345341,-0.003345341,-0.42109331,1,-0.032060341,-0.032490202,-0.03329404,-0.029876094,-0.029876094,-0.282931752,0.019345509,0.008502622,0.020794226,0.008571849,0.008571849,-0.513329815,-8.71E-05,1.01E-05,-0.006134181,-0.005316352,-0.005316352,0.05407768,-0.005340673,-0.0068222,-0.011092584,-0.014946451,-0.014946451,-0.055854393,0.048931917,0.045731618,0.042477294,0.040100413,0.040100413,-0.196718673
-0.003726533,-0.00314869,-0.002967867,-0.003345341,-0.003345341,-0.42109331,1,-0.032060341,-0.032490202,-0.03329404,-0.029876094,-0.029876094,-0.282931752,0.019345509,0.008502622,0.020794226,0.008571849,0.008571849,-0.513329815,-8.71E-05,1.01E-05,-0.006134181,-0.005316352,-0.005316352,0.05407768,-0.005340673,-0.0068222,-0.011092584,-0.014946451,-0.014946451,-0.055854393,0.048931917,0.045731618,0.042477294,0.040100413,0.040100413,-0.196718673
-0.003726533,-0.00314869,-0.002967867,-0.003345341,-0.003345341,-0.42109331,1,-0.032060341,-0.032490202,-0.03329404,-0.029876094,-0.029876094,-0.282931752,0.019345509,0.008502622,0.020794226,0.008571849,0.008571849,-0.513329815,-8.71E-05,1.01E-05,-0.006134181,-0.005316352,-0.005316352,0.05407768,-0.005340673,-0.0068222,-0.011092584,-0.014946451,-0.014946451,-0.055854393,0.048931917,0.045731618,0.042477294,0.040100413,0.040100413,-0.196718673
-0.003346769,-0.003471477,-3.84E-06,0.003722443,0.003722443,-0.035392551,0,-0.032209175,-0.031619333,-0.02909936,-0.027932207,-0.027932207,-0.08130722,0.04527467,0.021427167,0.040869609,0.021433962,0.021433962,-0.207667343,0.005855065,-0.000849562,0.003674354,-0.002428916,-0.002428916,-0.0728049,-0.003318103,-0.006296943,-0.010027631,-0.009342195,-0.009342195,-0.161935161,0.03164317,0.03217875,0.043692184,0.048236293,0.048236293,-0.286442065
-0.005228095,-0.007631861,-0.011049981,-0.012771599,-0.012771599,-0.156384138,1,-0.038591258,-0.037567861,-0.039242634,-0.043473574,-0.043473574,-0.19481929,0.017564839,0.018375474,0.028586258,0.025415509,0.025415509,-0.07982186,-0.011350751,-0.006037245,-0.00164649,0.006158572,0.006158572,-0.142002916,-0.009364478,-0.004120283,-0.01264259,-0.00436625,-0.00436625,-0.223590759,0.030419523,0.01580194,0.026349927,0.020008081,0.020008081,-0.138761158
-0.006174824,-0.003438007,0.000811875,0.002234716,0.002234716,0.625392887,0,-0.031460661,-0.035608154,-0.032032661,-0.039180405,-0.039180405,0.775922287,0.029901836,0.03026421,0.037052855,0.039543029,0.039543029,0.055720665,0.006344874,0.002944194,-0.008215329,-0.008416371,-0.008416371,0.213886945,-0.003246795,-0.003098799,-0.0150421,-0.013563188,-0.013563188,0.09889036,0.03280274,0.0345304,0.029441688,0.02910471,0.02910471,0.356473315
-0.002610411,-0.003061624,-0.008496664,-0.008067491,-0.008067491,-0.348473314,1,-0.030067509,-0.029356097,-0.028969963,-0.031941903,-0.031941903,-0.038588026,0.02296678,0.015873074,0.013990048,0.015399186,0.015399186,0.070859508,-0.008283392,-0.00570892,-0.000820842,-9.69E-05,-9.69E-05,-0.477157352,-0.008500963,-0.007147284,-0.006228071,-0.005911156,-0.005911156,-0.159623509,0.018082173,0.021595811,0.028302012,0.025056149,0.025056149,-0.048960796
-0.010732355,-0.009558692,0.001453063,-0.001257296,-0.001257296,0.482983005,0,-0.009621262,-0.021913149,-0.011054624,-0.026635333,-0.026635333,-0.047899907,0.009664055,0.00952277,0.018161992,0.019135795,0.019135795,0.45327139,-0.000644503,-0.00185966,-0.006153512,-0.004895577,-0.004895577,0.874560559,0.009059475,0.005145133,0.003149209,-0.002952373,-0.002952373,0.55179183,0.038743725,0.026423118,0.031166314,0.018372473,0.018372473,0.484215986
-0.010732355,-0.009558692,0.001453063,-0.001257296,-0.001257296,0.482983005,0,-0.009621262,-0.021913149,-0.011054624,-0.026635333,-0.026635333,-0.047899907,0.009664055,0.00952277,0.018161992,0.019135795,0.019135795,0.45327139,-0.000644503,-0.00185966,-0.006153512,-0.004895577,-0.004895577,0.874560559,0.009059475,0.005145133,0.003149209,-0.002952373,-0.002952373,0.55179183,0.038743725,0.026423118,0.031166314,0.018372473,0.018372473,0.484215986
-0.010732355,-0.009558692,0.001453063,-0.001257296,-0.001257296,0.482983005,0,-0.009621262,-0.021913149,-0.011054624,-0.026635333,-0.026635333,-0.047899907,0.009664055,0.00952277,0.018161992,0.019135795,0.019135795,0.45327139,-0.000644503,-0.00185966,-0.006153512,-0.004895577,-0.004895577,0.874560559,0.009059475,0.005145133,0.003149209,-0.002952373,-0.002952373,0.55179183,0.038743725,0.026423118,0.031166314,0.018372473,0.018372473,0.484215986
-0.000659473,-0.002619065,-0.013413115,-0.010658916,-0.010658916,-0.030763328,0,-0.000419276,-0.001862212,-0.009851176,-0.008047259,-0.008047259,-0.234521599,0.03158841,0.019124616,0.014332635,0.013329611,0.013329611,-0.197640064,0.002951893,0.004707683,0.008255587,2.00E-05,2.00E-05,-0.053630579,0.013244687,0.014298262,0.015606948,0.009196563,0.009196563,-0.259517123,0.053070579,0.044886736,0.06279836,0.042583534,0.042583534,-0.276164079
-0.003879724,-0.002251411,0.001358403,-0.001348293,-0.001348293,-0.258316907,0,0.003554913,0.003107327,0.004546489,0.002725447,0.002725447,-0.193012451,0.033132583,0.033264403,0.038534432,0.029122167,0.029122167,-0.178713962,0.001946168,0.000538923,-0.005063888,0.000342692,0.000342692,-0.064354656,0.004373557,0.006155068,0.003091603,0.009501667,0.009501667,-0.141735096,0.049042728,0.042792324,0.046059292,0.043362225,0.043362225,-0.173003967
-0.009919185,-0.009592909,-0.010451086,-0.012325017,-0.012325017,-0.154577757,0,0.006343303,0.006011424,0.00493914,0.00372715,0.00372715,-0.023546957,0.05773031,0.034928244,0.05106909,0.031336329,0.031336329,-0.327469278,-0.000246959,0.001339029,0.001023202,0.002581752,0.002581752,-0.141017723,0.005147029,0.007095383,0.007138738,0.009060966,0.009060966,0.144488636,0.033677534,0.037314451,0.060808844,0.056581607,0.056581607,-0.186517581
0.002149951,-0.005611199,-0.003628438,-0.00834063,-0.00834063,0.860695609,0,0.026403461,0.01929148,0.026373644,0.022968483,0.022968483,0.096404166,0.027658871,0.026800427,0.034095381,0.037215347,0.037215347,0.032232159,-0.005245335,-0.005017726,-0.004072723,-0.003135587,-0.003135587,0.214365664,0.012095458,0.005469055,0.010156665,0.007379019,0.007379019,0.098681471,0.017836887,0.019246288,0.026272108,0.022479122,0.022479122,0.103229703
-0.004745301,0.003022607,0.003978495,0.009785226,0.009785226,-0.12007851,0,0.057617931,0.026721417,0.05450322,0.031272924,0.031272924,-0.562400768,0.0075687,0.011943304,0.007651138,0.016126756,0.016126756,-0.492366401,0.001040146,-0.001128833,0.000659791,-0.000724414,-0.000724414,-0.071679862,0.029931596,0.026707812,0.027735686,0.023694716,0.023694716,0.112795028,0.010700157,0.001241041,0.019580787,0.018225407,0.018225407,-0.26084875
-0.004745301,0.003022607,0.003978495,0.009785226,0.009785226,-0.12007851,0,0.057617931,0.026721417,0.05450322,0.031272924,0.031272924,-0.562400768,0.0075687,0.011943304,0.007651138,0.016126756,0.016126756,-0.492366401,0.001040146,-0.001128833,0.000659791,-0.000724414,-0.000724414,-0.071679862,0.029931596,0.026707812,0.027735686,0.023694716,0.023694716,0.112795028,0.010700157,0.001241041,0.019580787,0.018225407,0.018225407,-0.26084875
-0.004745301,0.003022607,0.003978495,0.009785226,0.009785226,-0.12007851,0,0.057617931,0.026721417,0.05450322,0.031272924,0.031272924,-0.562400768,0.0075687,0.011943304,0.007651138,0.016126756,0.016126756,-0.492366401,0.001040146,-0.001128833,0.000659791,-0.000724414,-0.000724414,-0.071679862,0.029931596,0.026707812,0.027735686,0.023694716,0.023694716,0.112795028,0.010700157,0.001241041,0.019580787,0.018225407,0.018225407,-0.26084875
