hsi_Open_RDP1,hsi_High_RDP1,hsi_Low_RDP1,hsi_Close_RDP1,hsi_Adj Close_RDP1,hsi_Volume_RDP1,hsi_label,hsi_Open_RDP7,hsi_High_RDP7,hsi_Low_RDP7,hsi_Close_RDP7,hsi_Adj Close_RDP7,hsi_Volume_RDP7,hsi_Open_RDP30,hsi_High_RDP30,hsi_Low_RDP30,hsi_Close_RDP30,hsi_Adj Close_RDP30,hsi_Volume_RDP30,sp500_Open_RDP1,sp500_High_RDP1,sp500_Low_RDP1,sp500_Close_RDP1,sp500_Adj Close_RDP1,sp500_Volume_RDP1,sp500_Open_RDP7,sp500_High_RDP7,sp500_Low_RDP7,sp500_Close_RDP7,sp500_Adj Close_RDP7,sp500_Volume_RDP7,sp500_Open_RDP30,sp500_High_RDP30,sp500_Low_RDP30,sp500_Close_RDP30,sp500_Adj Close_RDP30,sp500_Volume_RDP30
0.46376960422581565,0.48079158857836923,0.5706511425433939,0.5532443978592568,0.5532443978592568,0.15662377764150195,0.0,0.4235434568494534,0.3924655531984624,0.45605270332579,0.44867889126541893,0.44867889126541893,0.16930588841747435,0.4612261822353111,0.44355941442548463,0.47658433490004587,0.45636996815903025,0.45636996815903025,0.09780165710996348,0.6369524612881846,0.5412219353730545,0.44572353081309496,0.46783902465259575,0.46783902465259575,0.21441278997975197,0.5464098530684869,0.522626250610755,0.5055732357215226,0.5134969905703399,0.5134969905703399,0.07181218394262552,0.617049637664804,0.6108348328053054,0.528989660683989,0.5385846343890017,0.5385846343890017,0.2563813874145837
0.46376960422581565,0.48079158857836923,0.5706511425433939,0.5532443978592568,0.5532443978592568,0.15662377764150195,0.0,0.4235434568494534,0.3924655531984624,0.45605270332579,0.44867889126541893,0.44867889126541893,0.16930588841747435,0.4612261822353111,0.44355941442548463,0.47658433490004587,0.45636996815903025,0.45636996815903025,0.09780165710996348,0.5312503161515163,0.4868305955141531,0.6200485584632368,0.6167355829553492,0.6167355829553492,0.19079616193720125,0.5205466587950295,0.4968981572647976,0.5191747117641031,0.5443278016001819,0.5443278016001819,0.17494881925248862,0.6552580235833521,0.64781420405956,0.6144765137212648,0.6173640553448482,0.6173640553448482,0.20612843884490317
0.4759061909465041,0.40334100895931235,0.5643131108967769,0.4781966783609414,0.4781966783609414,0.06640587493972416,1.0,0.43998741704374006,0.36239990464639393,0.4179301265625459,0.39222348454181655,0.39222348454181655,0.1201827510480545,0.5270332501276788,0.48697661877979054,0.5515308759996879,0.49893735917983467,0.49893735917983467,0.07596373334755531,0.5858422234166373,0.5024547709728732,0.4811318283143651,0.5275665312465846,0.5275665312465846,0.2040243933261638,0.5584997968868212,0.528524125708625,0.5228869946158841,0.5234834852944663,0.5234834852944663,0.1613516693987365,0.6986907522147005,0.7006462202632963,0.6358188127085487,0.6479015523594975,0.6479015523594975,0.17101806224275456
0.4759061909465041,0.40334100895931235,0.5643131108967769,0.4781966783609414,0.4781966783609414,0.06640587493972416,1.0,0.43998741704374006,0.36239990464639393,0.4179301265625459,0.39222348454181655,0.39222348454181655,0.1201827510480545,0.5270332501276788,0.48697661877979054,0.5515308759996879,0.49893735917983467,0.49893735917983467,0.07596373334755531,0.5858422234166373,0.5024547709728732,0.4811318283143651,0.5275665312465846,0.5275665312465846,0.2040243933261638,0.5584997968868212,0.528524125708625,0.5228869946158841,0.5234834852944663,0.5234834852944663,0.1613516693987365,0.6986907522147005,0.7006462202632963,0.6358188127085487,0.6479015523594975,0.6479015523594975,0.17101806224275456
0.4759061909465041,0.40334100895931235,0.5643131108967769,0.4781966783609414,0.4781966783609414,0.06640587493972416,1.0,0.43998741704374006,0.36239990464639393,0.4179301265625459,0.39222348454181655,0.39222348454181655,0.1201827510480545,0.5270332501276788,0.48697661877979054,0.5515308759996879,0.49893735917983467,0.49893735917983467,0.07596373334755531,0.5858422234166373,0.5024547709728732,0.4811318283143651,0.5275665312465846,0.5275665312465846,0.2040243933261638,0.5584997968868212,0.528524125708625,0.5228869946158841,0.5234834852944663,0.5234834852944663,0.1613516693987365,0.6986907522147005,0.7006462202632963,0.6358188127085487,0.6479015523594975,0.6479015523594975,0.17101806224275456
0.4791900041557405,0.4004649925343519,0.5860619172162709,0.5395778468835911,0.5395778468835911,0.11064926823391928,0.0,0.4394222123887601,0.3657064994621096,0.432361142804048,0.39923801269059644,0.39923801269059644,0.15397561665341664,0.5949618413658728,0.5223064754690565,0.6037451318873,0.5328126259126242,0.5328126259126242,0.12367420181885193,0.6392311960625296,0.4909583402662224,0.582460946305315,0.5524093475863393,0.5524093475863393,0.17227008584677794,0.5669915672815791,0.5313889204089373,0.5271623067257357,0.5470714765266161,0.5470714765266161,0.1349933126614779,0.6418535430539678,0.6514440274498126,0.6396562424331235,0.6737389599822575,0.6737389599822575,0.1458360200389948
0.462922208446616,0.36339617403130564,0.5050098953599176,0.39633300923410114,0.39633300923410114,0.09677043018649448,1.0,0.4151859288778155,0.3431205860285856,0.39746509546885056,0.3431568946564621,0.3431568946564621,0.13495065928316738,0.5223682937659933,0.513964527930506,0.5717972466453918,0.5432989252192885,0.5432989252192885,0.1436294414855297,0.48464093480686643,0.4215824249209237,0.5274928568314601,0.6262940630237891,0.6262940630237891,0.15495222332358946,0.5416058312029244,0.543260602332989,0.5166644106876327,0.5680149428906902,0.5680149428906902,0.11967347403688385,0.6378307714512657,0.5919898245984463,0.5848778736071266,0.584093608784147,0.584093608784147,0.1872845960442747
0.4547358579874698,0.4007632086017382,0.5920472970886222,0.526657471600094,0.526657471600094,0.18644738201598468,0.0,0.442264732223728,0.3505613802312978,0.4222696663690841,0.3586488212951861,0.3586488212951861,0.2976498076640713,0.5546884612530874,0.5464629515962146,0.593818099859265,0.5805069258232964,0.5805069258232964,0.16478610269820362,0.643632016184945,0.5416929929226625,0.45963209453672865,0.5008947010599587,0.5008947010599587,0.24401910764285453,0.5672909542809459,0.5488318597358485,0.5070314464528634,0.5293055597171474,0.5293055597171474,0.19980178132470744,0.6456656598387476,0.6599814334608375,0.5946437088372142,0.6129821016658044,0.6129821016658044,0.32627862114580813
0.48555727995630854,0.4041167627723706,0.5237450812759944,0.437186499648741,0.437186499648741,0.07473605052035058,1.0,0.4475552975212711,0.37429976024454775,0.43280630911199086,0.384769000109078,0.384769000109078,0.16113547943048878,0.5365201686408433,0.5071240988570477,0.5338338242823254,0.5169186863497673,0.5169186863497673,0.16714910554548618,0.5122004431251531,0.4259731803710437,0.5360223858193254,0.5724734616270903,0.5724734616270903,0.07107469644933967,0.5452313033064508,0.5267510909459159,0.5424158483187529,0.561512522376264,0.561512522376264,0.13556769903911423,0.5972714097786607,0.613023834379878,0.5910438548925899,0.6001249404438335,0.6001249404438335,0.21248824088414994
0.41532696062146224,0.34622820380907543,0.5967520698948025,0.49633060011461644,0.49633060011461644,0.17011167027239973,0.0,0.5252009563174356,0.40255982377929456,0.4944407003125154,0.40391779046493254,0.40391779046493254,0.1595747807394876,0.5016700102080616,0.4897652417171428,0.5446846733826781,0.5267598863571955,0.5267598863571955,0.22683929230550884,0.5808340869007818,0.4774500990459213,0.48093212538422486,0.5311867798149894,0.5311867798149894,0.40936279061709013,0.6189588912403083,0.5937949401009545,0.5800614521542938,0.5739658698789181,0.5739658698789181,0.3123362089891904,0.6651968038288687,0.6305488401413064,0.6000912234897132,0.5788993494530054,0.5788993494530054,0.36213127072400286
